CCG or Health Board;Practice Name;Abtard;Ebesque XL;Fencino;Venlalic XL;Grand Total
NHS HULL CCG;The Newland Group;1 706,00;6 124,00;910,00;520,00;9 260,00
NHS HULL CCG;The Quays;2 258,00;3 947,00;311,00;144,00;6 660,00
NHS HULL CCG;The Springhead Medical Centre;16 385,00;3 053,00;2 499,00;862,00;22 799,00
NHS HULL CCG;The Sutton Manor Surgery;2 069,00;3 356,00;2 281,00;1 228,00;8 934,00
NHS HULL CCG;Wilberforce Surgery;62,00;547,00;0,00;0,00;609,00
NHS HULL CCG;Wolseley Medical Centre;188,00;2 439,00;197,00;450,00;3 274,00
NHS IPSWICH & E SUFF CCG;Alderton Surgery;596,00;0,00;120,00;2 733,00;3 449,00
NHS IPSWICH & E SUFF CCG;Barrack Lane Medical Centre;7 188,00;5 874,00;767,00;109,00;13 938,00
NHS IPSWICH & E SUFF CCG;Bildeston Health Centre;2 547,00;1 218,00;823,00;306,00;4 894,00
NHS IPSWICH & E SUFF CCG;Burlington Road Surgery;6 996,00;9 155,00;2 595,00;3 629,00;22 375,00
NHS IPSWICH & E SUFF CCG;Church Farm Surgery;4 106,00;552,00;199,00;297,00;5 154,00
NHS IPSWICH & E SUFF CCG;Combs Ford Surgery;4 452,00;6 372,00;1 334,00;847,00;13 005,00
NHS IPSWICH & E SUFF CCG;Constable Country Rural Medical Practice;416,00;1 841,00;1 309,00;320,00;3 886,00
NHS IPSWICH & E SUFF CCG;Country Practice;4 841,00;4 079,00;2 799,00;5 268,00;16 987,00
NHS IPSWICH & E SUFF CCG;Deben Road Surgery;2 984,00;1 144,00;232,00;87,00;4 447,00
NHS IPSWICH & E SUFF CCG;Debenham Surgery;3 135,00;648,00;267,00;458,00;4 508,00
NHS IPSWICH & E SUFF CCG;Eye Health Centre;231,00;654,00;533,00;662,00;2 080,00
NHS IPSWICH & E SUFF CCG;Felixstowe Road Medical Practice;4 182,00;4 146,00;790,00;384,00;9 502,00
NHS IPSWICH & E SUFF CCG;Framfield House Surgery;2 405,00;3 762,00;1 229,00;5 274,00;12 670,00
NHS IPSWICH & E SUFF CCG;Framlingham Surgery;1 672,00;528,00;404,00;434,00;3 038,00
NHS IPSWICH & E SUFF CCG;Fressingfield Medical Centre;3 370,00;2 849,00;1 954,00;4 946,00;13 119,00
NHS IPSWICH & E SUFF CCG;Gipping Valley Practice;124,00;1 277,00;280,00;27,00;1 708,00
NHS IPSWICH & E SUFF CCG;Grove Medical Centre;7 034,00;2 313,00;3 606,00;813,00;13 766,00
NHS IPSWICH & E SUFF CCG;Hadleigh Health Centre;4 987,00;2 542,00;1 851,00;593,00;9 973,00
NHS IPSWICH & E SUFF CCG;Harmoni OOH;92,00;96,00;110,00;35,00;333,00
NHS IPSWICH & E SUFF CCG;Haven Health;1 797,00;2 595,00;598,00;1 492,00;6 482,00
NHS IPSWICH & E SUFF CCG;Hawthorn Drive Surgery;1 597,00;4 911,00;1 369,00;249,00;8 126,00
NHS IPSWICH & E SUFF CCG;Holbrook Surgery;1 715,00;3 864,00;2 335,00;567,00;8 481,00
NHS IPSWICH & E SUFF CCG;Howard House Surgery;1 427,00;1 109,00;629,00;758,00;3 923,00
NHS IPSWICH & E SUFF CCG;Ivry Street Medical Practice;6 449,00;4 157,00;903,00;1 122,00;12 631,00
NHS IPSWICH & E SUFF CCG;Ixworth Surgery;1 301,00;1 843,00;465,00;777,00;4 386,00
NHS IPSWICH & E SUFF CCG;Lattice Barn Surgery;776,00;1 501,00;590,00;19,00;2 886,00
NHS IPSWICH & E SUFF CCG;Leiston Surgery;526,00;148,00;535,00;0,00;1 209,00
NHS IPSWICH & E SUFF CCG;Little St John Street Surgery;3 188,00;353,00;365,00;0,00;3 902,00
NHS IPSWICH & E SUFF CCG;Martlesham Surgery;2 021,00;598,00;1 490,00;706,00;4 815,00
NHS IPSWICH & E SUFF CCG;Mendlesham Health Centre;2 936,00;2 756,00;2 296,00;6 789,00;14 777,00
NHS IPSWICH & E SUFF CCG;Orchard Medical Practice;1 252,00;4 891,00;967,00;724,00;7 834,00
NHS IPSWICH & E SUFF CCG;Orchard Street Medical Practice - Blue;0,00;822,00;0,00;36,00;858,00
NHS IPSWICH & E SUFF CCG;Ravenswood Medical Practice;3 493,00;4 502,00;1 766,00;1 221,00;10 982,00
NHS IPSWICH & E SUFF CCG;S.C.H Medical Provision;157,00;0,00;199,00;0,00;356,00
NHS IPSWICH & E SUFF CCG;Saxmundham Health Centre;3 383,00;1 804,00;2 162,00;554,00;7 903,00
NHS IPSWICH & E SUFF CCG;Serco (Suffolk Community Healthcare);0,00;0,00;4,00;12,00;16,00
NHS IPSWICH & E SUFF CCG;Stowhealth;1 340,00;2 306,00;540,00;818,00;5 004,00
NHS IPSWICH & E SUFF CCG;Suffolk GP+;0,00;0,00;0,00;24,00;24,00
NHS IPSWICH & E SUFF CCG;The Birches Medical Centre;5 543,00;1 261,00;243,00;8,00;7 055,00
NHS IPSWICH & E SUFF CCG;The Chesterfield Drive Practice;5 806,00;4 560,00;1 264,00;0,00;11 624,00
NHS IPSWICH & E SUFF CCG;The Derby Road Practice;1 170,00;4 237,00;332,00;239,00;5 978,00
NHS IPSWICH & E SUFF CCG;The Norwich Road Surgery;2 941,00;2 104,00;1 174,00;333,00;6 552,00
NHS IPSWICH & E SUFF CCG;Walton Surgery;719,00;2 869,00;156,00;120,00;3 864,00
NHS IPSWICH & E SUFF CCG;Wickham Market Medical Centre;2 730,00;490,00;367,00;172,00;3 759,00
NHS IPSWICH & E SUFF CCG;Woodbridge Road Surgery;7 261,00;3 475,00;5 263,00;664,00;16 663,00
NHS ISLE OF WIGHT CCG;Argyll House;821,00;0,00;88,00;114,00;1 023,00
NHS ISLE OF WIGHT CCG;Beacon Health;59,00;38,00;92,00;81,00;270,00
NHS ISLE OF WIGHT CCG;Beech Grove Surgery;506,00;2 467,00;727,00;48,00;3 748,00
NHS ISLE OF WIGHT CCG;Brookside Health Centre;2 446,00;2 369,00;2 140,00;844,00;7 799,00
NHS ISLE OF WIGHT CCG;Carisbrooke Health Centre;4 164,00;822,00;1 398,00;308,00;6 692,00
NHS ISLE OF WIGHT CCG;Cowes Health Centre;1 563,00;1 220,00;1 581,00;4 465,00;8 829,00
NHS ISLE OF WIGHT CCG;East Cowes Medical Centre;200,00;1 892,00;724,00;639,00;3 455,00
NHS ISLE OF WIGHT CCG;Esplanade Surgery;1 445,00;273,00;809,00;322,00;2 849,00
NHS ISLE OF WIGHT CCG;Garfield Road Surgery;63,00;229,00;110,00;42,00;444,00
NHS ISLE OF WIGHT CCG;Grove House Surgery;1 522,00;0,00;813,00;233,00;2 568,00
NHS ISLE OF WIGHT CCG;Intermediate Care Services;0,00;0,00;68,00;47,00;115,00
NHS ISLE OF WIGHT CCG;Isle Of Wight NHS Trust NMP;121,00;0,00;153,00;0,00;274,00
NHS ISLE OF WIGHT CCG;Medina Healthcare;1 410,00;2 420,00;1 848,00;612,00;6 290,00
NHS ISLE OF WIGHT CCG;Sandown Health Centre;1 124,00;2 438,00;1 198,00;2 421,00;7 181,00
NHS ISLE OF WIGHT CCG;Shanklin Medical Centre;3 226,00;484,00;1 459,00;704,00;5 873,00
NHS ISLE OF WIGHT CCG;South Wight Medical Practice;1 436,00;2 273,00;1 219,00;3 058,00;7 986,00
NHS ISLE OF WIGHT CCG;St.Helens Medical Centre;917,00;160,00;1 083,00;39,00;2 199,00
NHS ISLE OF WIGHT CCG;The Dower House;3 615,00;1 338,00;873,00;42,00;5 868,00
NHS ISLE OF WIGHT CCG;Tower House Surgery;1 624,00;1 564,00;295,00;227,00;3 710,00
NHS ISLE OF WIGHT CCG;Ventnor Medical Centre;74,00;628,00;92,00;422,00;1 216,00
NHS ISLINGTON CCG;Amwell Group Practice;307,00;864,00;1 752,00;1 408,00;4 331,00
NHS ISLINGTON CCG;Andover Medical Centre;44,00;0,00;930,00;0,00;973,00
NHS ISLINGTON CCG;Archway Medical Centre;657,00;741,00;1 119,00;84,00;2 601,00
NHS ISLINGTON CCG;City Road Medical Centre;1 312,00;1 296,00;195,00;143,00;2 946,00
NHS ISLINGTON CCG;City Roads-Crisis Intervention;0,00;25,00;0,00;2,00;27,00
NHS ISLINGTON CCG;Clerkenwell Medical Practice;576,00;3 050,00;914,00;89,00;4 629,00
NHS ISLINGTON CCG;Dr Edoman;0,00;0,00;81,00;269,00;350,00
NHS ISLINGTON CCG;Dr Flinders;0,00;607,00;0,00;171,00;778,00
NHS ISLINGTON CCG;Dr Gupta;0,00;1 107,00;460,00;707,00;2 274,00
NHS ISLINGTON CCG;Dr Haffiz;162,00;552,00;0,00;0,00;714,00
NHS ISLINGTON CCG;Dr Hans;275,00;106,00;525,00;305,00;1 211,00
NHS ISLINGTON CCG;Dr Hussain;0,00;0,00;0,00;0,00;0,00
NHS ISLINGTON CCG;Dr Ko & Partner;0,00;388,00;1 098,00;310,00;1 796,00
NHS ISLINGTON CCG;Dr Segarajasinghe;590,00;1 920,00;832,00;177,00;3 519,00
NHS ISLINGTON CCG;Dr Trosser;3 086,00;2 974,00;654,00;669,00;7 383,00
NHS ISLINGTON CCG;Dr Woolf;0,00;0,00;0,00;0,00;0,00
NHS ISLINGTON CCG;Drs Bowry & Bowry's Practice;0,00;1 518,00;12,00;0,00;1 530,00
NHS ISLINGTON CCG;Elizabeth Avenue Group Practice;57,00;1 438,00;1 318,00;0,00;2 813,00
NHS ISLINGTON CCG;Hanley Primary Care Centre;1 458,00;360,00;167,00;107,00;2 092,00
NHS ISLINGTON CCG;Harmoni Ltd OOH;53,00;0,00;67,00;19,00;139,00
NHS ISLINGTON CCG;Islington Central Medical Centre;378,00;1 578,00;946,00;884,00;3 786,00
NHS ISLINGTON CCG;Islington I-Hub;2,00;0,00;6,00;7,00;15,00
NHS ISLINGTON CCG;Killick Street Health Centre;55,00;2 624,00;1 492,00;19,00;4 190,00
NHS ISLINGTON CCG;Mildmay Medical Practice;512,00;4 149,00;2 191,00;201,00;7 053,00
NHS ISLINGTON CCG;New North Health Centre;146,00;0,00;420,00;467,00;1 033,00
NHS ISLINGTON CCG;Partnership Primary Care Centre;24,00;1 390,00;286,00;6,00;1 706,00
NHS ISLINGTON CCG;Ritchie Street Group Practice;4 253,00;1 787,00;2 212,00;218,00;8 470,00
NHS ISLINGTON CCG;River Place Health Centre;586,00;349,00;1 816,00;389,00;3 140,00
NHS ISLINGTON CCG;Roman Way Medical Centre;202,00;3 669,00;4 104,00;190,00;8 165,00
NHS ISLINGTON CCG;St Johns Way Medical Centre;48,00;2 276,00;1 043,00;310,00;3 677,00
NHS ISLINGTON CCG;St Peter's Street Medical Practice;162,00;2 160,00;952,00;613,00;3 887,00
NHS ISLINGTON CCG;Stroud Green Medical Centre;336,00;3 458,00;244,00;0,00;4 038,00
NHS ISLINGTON CCG;The Beaumont Practice;49,00;0,00;12,00;39,00;100,00
NHS ISLINGTON CCG;The Goodinge Group Practice;1 478,00;3 555,00;4 393,00;1 000,00;10 426,00
NHS ISLINGTON CCG;The Miller Practice;50,00;1 136,00;1 776,00;473,00;3 435,00
NHS ISLINGTON CCG;The Mitchison Road Surgery;107,00;1 180,00;730,00;38,00;2 055,00
NHS ISLINGTON CCG;The Northern Medical Centre;866,00;2 627,00;1 499,00;164,00;5 156,00
NHS ISLINGTON CCG;The Rise Group Practice;0,00;501,00;3 414,00;153,00;4 068,00
NHS ISLINGTON CCG;The Tufnell Surgery;76,00;0,00;40,00;0,00;116,00
NHS ISLINGTON CCG;The Village Practice;6,00;1 580,00;1 007,00;39,00;2 632,00
NHS KERNOW CCG;Addaction Cornwall Central;0,00;0,00;32,00;0,00;32,00
NHS KERNOW CCG;Alverton Practice;324,00;324,00;1 524,00;1 126,00;3 298,00
NHS KERNOW CCG;Anchor Ward;0,00;0,00;30,00;19,00;49,00
NHS KERNOW CCG;Bodriggy Health Centre;3 602,00;527,00;1 581,00;18,00;5 728,00
NHS KERNOW CCG;Boscawen;0,00;0,00;78,00;0,00;78,00
NHS KERNOW CCG;Bottreaux Surgery;1 168,00;5 467,00;2 656,00;7 491,00;16 782,00
NHS KERNOW CCG;Brannel Surgery;6 678,00;36,00;0,00;5 420,00;12 134,00
NHS KERNOW CCG;Cape Cornwall Surgery;6 395,00;3 752,00;1 349,00;171,00;11 667,00
NHS KERNOW CCG;Cardrew Health Centre;257,00;762,00;721,00;638,00;2 378,00
NHS KERNOW CCG;Carnewater Practice;3 383,00;6 762,00;1 532,00;4 898,00;16 575,00
NHS KERNOW CCG;Carnon Downs Surgery;2 186,00;2 019,00;424,00;8 996,00;13 625,00
NHS KERNOW CCG;Chacewater;0,00;0,00;0,00;0,00;0,00
NHS KERNOW CCG;Chacewater Health Centre;1 125,00;792,00;1 629,00;3 749,00;7 295,00
NHS KERNOW CCG;Clays Practice;3 273,00;879,00;1 956,00;1 175,00;7 283,00
NHS KERNOW CCG;Clinton Road Surgery;603,00;894,00;1 761,00;412,00;3 670,00
NHS KERNOW CCG;Comm Hosp - St Marys Hospital;0,00;0,00;11,00;0,00;11,00
NHS KERNOW CCG;Community Team Falmouth, Falmoth HC;0,00;0,00;17,00;0,00;17,00
NHS KERNOW CCG;Community Team Fowey And Parr;0,00;0,00;0,00;0,00;0,00
NHS KERNOW CCG;Community Team Isles Of Scilly;0,00;0,00;8,00;0,00;8,00
NHS KERNOW CCG;Cornwall Health For Homeless;0,00;10,00;0,00;14,00;24,00
NHS KERNOW CCG;Crooklets And Summerleaze;18,00;42,00;46,00;0,00;106,00
NHS KERNOW CCG;Edward Hain;0,00;0,00;9,00;0,00;9,00
NHS KERNOW CCG;Falmouth Health Centre;1 269,00;1 603,00;1 932,00;5 493,00;10 297,00
NHS KERNOW CCG;Fowey;37,00;0,00;12,00;0,00;49,00
NHS KERNOW CCG;Fowey River Practice;2 786,00;654,00;1 696,00;1 356,00;6 492,00
NHS KERNOW CCG;Gannel And Trenance;76,00;0,00;44,00;0,00;120,00
NHS KERNOW CCG;Harbour Ward;12,00;0,00;0,00;0,00;12,00
NHS KERNOW CCG;Harold White;50,00;17,00;11,00;0,00;78,00
NHS KERNOW CCG;Harris Memorial Surgery;3 530,00;49,00;934,00;3 226,00;7 739,00
NHS KERNOW CCG;Heligan;0,00;0,00;8,00;0,00;8,00
NHS KERNOW CCG;Helston Medical Centre;1 540,00;2 460,00;3 741,00;2 461,00;10 202,00
NHS KERNOW CCG;Homecroft Surgery;4 314,00;0,00;1 798,00;3 340,00;9 452,00
NHS KERNOW CCG;KCCG-Acute GP Service;0,00;20,00;0,00;0,00;20,00
NHS KERNOW CCG;KCCG-CHC Mt Edgecumbe;322,00;0,00;89,00;0,00;411,00
NHS KERNOW CCG;KCCG-CHC St Julias;144,00;0,00;0,00;0,00;144,00
NHS KERNOW CCG;KCCG-Community Stroke Service;0,00;21,00;0,00;0,00;21,00
NHS KERNOW CCG;KCCG-Duchy Hospital;0,00;0,00;0,00;0,00;0,00
NHS KERNOW CCG;Lamorna;9,00;0,00;41,00;0,00;50,00
NHS KERNOW CCG;Lander Medical Practice;3 404,00;6 252,00;1 631,00;1 806,00;13 093,00
NHS KERNOW CCG;Lanyon;0,00;56,00;4,00;0,00;60,00
NHS KERNOW CCG;Launceston Medical Centre;6 683,00;1 635,00;7 419,00;2 804,00;18 541,00
NHS KERNOW CCG;Lismore Ward;6,00;0,00;28,00;0,00;34,00
NHS KERNOW CCG;Lostwithiel Surgery;168,00;794,00;1 444,00;7 905,00;10 311,00
NHS KERNOW CCG;Manor Surgery;3 662,00;1 048,00;950,00;1 620,00;7 280,00
NHS KERNOW CCG;Marazion Surgery;1 806,00;1 978,00;2 330,00;1 309,00;7 423,00
NHS KERNOW CCG;Medical Centre Camelford (Dr Garrod);2 129,00;1 444,00;1 870,00;442,00;5 885,00
NHS KERNOW CCG;Medical Centre Camelford (Dr Nash);153,00;1 158,00;460,00;2 248,00;4 019,00
NHS KERNOW CCG;Meneage Street Surgery;5 680,00;2 054,00;400,00;1 446,00;9 580,00
NHS KERNOW CCG;Mevagissey Surgery;1 466,00;445,00;746,00;2 547,00;5 204,00
NHS KERNOW CCG;Millbrook Surgery;4 569,00;224,00;121,00;170,00;5 084,00
NHS KERNOW CCG;Morrab Surgery;778,00;1 162,00;941,00;451,00;3 332,00
NHS KERNOW CCG;Mullion Health Centre;2 012,00;952,00;2 466,00;4 006,00;9 436,00
NHS KERNOW CCG;Narrowcliff Surgery;2 197,00;2 819,00;1 339,00;1 102,00;7 457,00
NHS KERNOW CCG;Neetside Surgery;2 953,00;3 024,00;1 362,00;114,00;7 453,00
NHS KERNOW CCG;Newquay Health Centre;5 137,00;2 488,00;3 945,00;3 716,00;15 286,00
NHS KERNOW CCG;Oak Tree Surgery;5 239,00;3 988,00;123,00;1 893,00;11 243,00
NHS KERNOW CCG;Oak Ward;215,00;0,00;70,00;0,00;285,00
NHS KERNOW CCG;Old Bridge Surgery;1 757,00;1 721,00;2 199,00;5 064,00;10 741,00
NHS KERNOW CCG;Park Medical Centre;492,00;771,00;599,00;362,00;2 224,00
NHS KERNOW CCG;Penalverne Surgery;927,00;600,00;720,00;0,00;2 247,00
NHS KERNOW CCG;Penryn Surgery;703,00;4 026,00;1 604,00;537,00;6 870,00
NHS KERNOW CCG;Pensilva Health Centre;3 159,00;1 284,00;746,00;135,00;5 324,00
NHS KERNOW CCG;Perranporth Surgery;956,00;4 367,00;409,00;585,00;6 317,00
NHS KERNOW CCG;Petroc Group Practice;2 662,00;2 977,00;5 279,00;17 496,00;28 414,00
NHS KERNOW CCG;Phoenix Surgery;6 354,00;2 241,00;1 043,00;3 057,00;12 695,00
NHS KERNOW CCG;Polkyth Surgery;1 425,00;887,00;978,00;975,00;4 265,00
NHS KERNOW CCG;Pool Health Centre;7 150,00;3 769,00;2 045,00;3 619,00;16 583,00
NHS KERNOW CCG;Port Isaac Surgery;3 194,00;1 303,00;4 885,00;120,00;9 502,00
NHS KERNOW CCG;Port View Surgery;2 065,00;25,00;628,00;676,00;3 394,00
NHS KERNOW CCG;Praze-An-Beeble Surgery;661,00;788,00;2 282,00;1 038,00;4 769,00
NHS KERNOW CCG;Probus Surgery;5 925,00;3 203,00;2 445,00;2 879,00;14 452,00
NHS KERNOW CCG;Quay Lane Surgery;4 061,00;0,00;1 815,00;961,00;6 837,00
NHS KERNOW CCG;Rame Group Practice;7 768,00;4 464,00;328,00;1 650,00;14 210,00
NHS KERNOW CCG;Rosedean Surgery;769,00;1 707,00;118,00;2 183,00;4 777,00
NHS KERNOW CCG;Roseland Surgeries;944,00;1 044,00;1 251,00;1 983,00;5 222,00
NHS KERNOW CCG;Rosmellyn Surgery;1 569,00;1 879,00;846,00;0,00;4 294,00
NHS KERNOW CCG;Saltash Health Centre;4 691,00;5 338,00;1 359,00;855,00;12 243,00
NHS KERNOW CCG;Serco Health (OOH);189,00;37,00;178,00;87,00;491,00
NHS KERNOW CCG;Specialist Nurse Team Palliative East;19,00;0,00;0,00;0,00;19,00
NHS KERNOW CCG;St Austell Health Group;12 379,00;5 067,00;4 310,00;3 716,00;25 472,00
NHS KERNOW CCG;St Barnabas;76,00;0,00;21,00;0,00;97,00
NHS KERNOW CCG;St Blazey Surgery;1 437,00;1 662,00;936,00;907,00;4 942,00
NHS KERNOW CCG;St Keverne Health Centre;136,00;1 090,00;1 621,00;676,00;3 523,00
NHS KERNOW CCG;St Mary's Health Centre;644,00;210,00;1 215,00;233,00;2 302,00
NHS KERNOW CCG;St.Agnes Surgery;1 696,00;775,00;3 672,00;6 415,00;12 558,00
NHS KERNOW CCG;Stennack Surgery;3 723,00;3 406,00;2 589,00;1 018,00;10 736,00
NHS KERNOW CCG;Stillmoor House;2 906,00;5 937,00;3 492,00;2 467,00;14 802,00
NHS KERNOW CCG;Stratton Medical Centre;4 062,00;3 275,00;2 087,00;2 572,00;11 996,00
NHS KERNOW CCG;Sunnyside Surgery;175,00;180,00;887,00;288,00;1 530,00
NHS KERNOW CCG;Tamar And Kensey;32,00;0,00;18,00;0,00;50,00
NHS KERNOW CCG;Tamar Valley Health;6 736,00;3 944,00;6 352,00;16 934,00;33 966,00
NHS KERNOW CCG;Three Spires Medical Practice;4 469,00;952,00;2 076,00;191,00;7 688,00
NHS KERNOW CCG;Trescobeas Surgery;2 668,00;2 288,00;430,00;395,00;5 781,00
NHS KERNOW CCG;Trevithick Surgery;2 420,00;540,00;3 182,00;3 100,00;9 242,00
NHS KERNOW CCG;Veor Surgery;994,00;2 233,00;2 295,00;76,00;5 598,00
NHS KERNOW CCG;Wadebridge & Camel Estuary Practice;8 777,00;3 401,00;2 981,00;2 061,00;17 220,00
NHS KERNOW CCG;Westover Surgery;2 455,00;3 011,00;1 983,00;3 488,00;10 937,00
NHS KERNOW CCG;Wheal Northey Surgery;1 634,00;672,00;234,00;135,00;2 675,00
NHS KERNOW CCG;Willow Ward;37,00;0,00;46,00;0,00;83,00
NHS KERNOW CCG;Woodland Road Surgery;1 920,00;396,00;297,00;148,00;2 761,00
NHS KINGSTON CCG;Berrylands Surgery;316,00;1 344,00;1 550,00;368,00;3 578,00
NHS KINGSTON CCG;Brunswick Surgery;2 222,00;250,00;598,00;94,00;3 164,00
NHS KINGSTON CCG;Canbury Medical Centre;826,00;0,00;693,00;832,00;2 351,00
NHS KINGSTON CCG;Central Surgery;1 535,00;3 123,00;1 374,00;886,00;6 918,00
NHS KINGSTON CCG;Chessington Park Surgery;1 035,00;270,00;181,00;224,00;1 710,00
NHS KINGSTON CCG;Churchill Medical Centre;4 457,00;992,00;387,00;1 444,00;7 280,00
NHS KINGSTON CCG;Claremont Medical Centre;2 037,00;90,00;809,00;272,00;3 208,00
NHS KINGSTON CCG;Fairhill Medical Practice;991,00;615,00;1 880,00;904,00;4 390,00
NHS KINGSTON CCG;Gosbury Hill GP Clinic;680,00;126,00;126,00;83,00;1 015,00
NHS KINGSTON CCG;Gray's Medical Centre;136,00;268,00;338,00;6,00;748,00
NHS KINGSTON CCG;Holmwood Corner Surgery;260,00;1 617,00;540,00;347,00;2 764,00
NHS KINGSTON CCG;Hook Surgery;2 192,00;0,00;305,00;0,00;2 497,00
NHS KINGSTON CCG;Kingsdowne Surgery;42,00;0,00;861,00;12,00;915,00
NHS KINGSTON CCG;Kingston GP Chambers-Winter Clinic OOH;0,00;0,00;0,00;0,00;0,00
NHS KINGSTON CCG;Kingston Harmoni Hs OOH;6,00;0,00;0,00;9,00;15,00
NHS KINGSTON CCG;Kingston Health Centre;0,00;252,00;647,00;467,00;1 366,00
NHS KINGSTON CCG;Langley Medical Practice;860,00;300,00;1 199,00;294,00;2 653,00
NHS KINGSTON CCG;Manor Drive Medical Centre;784,00;497,00;1 163,00;2 818,00;5 262,00
NHS KINGSTON CCG;Maypole Surgery;0,00;953,00;1 099,00;0,00;2 049,00
NHS KINGSTON CCG;New Malden Health Centre;0,00;0,00;0,00;0,00;0,00
NHS KINGSTON CCG;Red Lion Road Surgery;189,00;0,00;3,00;117,00;309,00
NHS KINGSTON CCG;Roselawn;880,00;0,00;229,00;0,00;1 109,00
NHS KINGSTON CCG;St Albans Medical Centre;100,00;1 420,00;542,00;245,00;2 307,00
NHS KINGSTON CCG;Sunray Surgery;4,00;0,00;0,00;0,00;4,00
NHS KINGSTON CCG;The Groves Medical Centre;1 716,00;1 950,00;1 258,00;750,00;5 674,00
NHS KINGSTON CCG;The Orchard Practice;2 389,00;1 145,00;1 023,00;484,00;5 041,00
NHS KINGSTON CCG;Tudor Drive Surgery;37,00;0,00;8,00;0,00;45,00
NHS KINGSTON CCG;Village Surgery;72,00;1 140,00;66,00;132,00;1 410,00
NHS KINGSTON CCG;West Barnes Surgery;1 457,00;448,00;599,00;153,00;2 657,00
NHS KINGSTON CCG;Your Healthcare Non Med Pres;0,00;0,00;3,00;0,00;3,00
NHS KNOWSLEY CCG;5Bp Knowsley NMP Services;343,00;0,00;32,00;0,00;375,00
NHS KNOWSLEY CCG;Aston Healthcare Limited;13 274,00;5 726,00;2 797,00;3 244,00;25 041,00
NHS KNOWSLEY CCG;Bluebell Lane Surgery;5 264,00;3 773,00;133,00;375,00;9 545,00
NHS KNOWSLEY CCG;Cedar Cross Medical Centre;1 183,00;0,00;244,00;709,00;2 136,00
NHS KNOWSLEY CCG;Colby Medical Centre;69,00;67,00;19,00;83,00;238,00
NHS KNOWSLEY CCG;Cornerways Medical Centre;557,00;330,00;1 897,00;597,00;3 381,00
NHS KNOWSLEY CCG;Dinas Lane Medical Centre;3 967,00;1 911,00;712,00;1 113,00;7 703,00
NHS KNOWSLEY CCG;Dr M Suares' Practice;557,00;360,00;528,00;183,00;1 628,00
NHS KNOWSLEY CCG;Dr NJ Wycherley's Practice;734,00;45,00;0,00;0,00;779,00
NHS KNOWSLEY CCG;Dr PL Jones' Practice;8 939,00;6 172,00;1 286,00;2 822,00;19 219,00
NHS KNOWSLEY CCG;Dr RI King's Practice;1 462,00;0,00;489,00;78,00;2 029,00
NHS KNOWSLEY CCG;Dr S Singh's Practice;152,00;108,00;150,00;389,00;799,00
NHS KNOWSLEY CCG;EatpMC (Halewood);0,00;8,00;8,00;0,00;16,00
NHS KNOWSLEY CCG;EatpMC (Health Centre);2 000,00;465,00;117,00;2 376,00;4 958,00
NHS KNOWSLEY CCG;EatpMC (Huyton);100,00;0,00;0,00;19,00;119,00
NHS KNOWSLEY CCG;EatpMC (Whiston);0,00;0,00;8,00;374,00;382,00
NHS KNOWSLEY CCG;Hillside House Surgery;3 565,00;3 957,00;355,00;115,00;7 992,00
NHS KNOWSLEY CCG;Hollies Medical Centre;1 886,00;0,00;1 087,00;1 251,00;4 224,00
NHS KNOWSLEY CCG;Knowsley Copd Service;0,00;0,00;0,00;0,00;0,00
NHS KNOWSLEY CCG;Longview Primary Care Centre;1 666,00;3 640,00;15,00;39,00;5 360,00
NHS KNOWSLEY CCG;Merriman & Partners;6 515,00;5 192,00;1 855,00;1 672,00;15 234,00
NHS KNOWSLEY CCG;Mk & Nn Rahman;189,00;3 822,00;469,00;792,00;5 272,00
NHS KNOWSLEY CCG;Nutgrove Villa Surgery;540,00;0,00;416,00;362,00;1 318,00
NHS KNOWSLEY CCG;Options Outreach Service;0,00;36,00;0,00;0,00;36,00
NHS KNOWSLEY CCG;Park House Medical Centre;3 200,00;1 617,00;982,00;233,00;6 032,00
NHS KNOWSLEY CCG;Prescot Primary Care Resource Centre;626,00;1 462,00;609,00;1 853,00;4 550,00
NHS KNOWSLEY CCG;Primrose Medical Practice;3,00;0,00;0,00;0,00;3,00
NHS KNOWSLEY CCG;Princess Drive Medical Centre;1 208,00;41,00;99,00;83,00;1 431,00
NHS KNOWSLEY CCG;Roby Medical Centre;51,00;28,00;58,00;12,00;149,00
NHS KNOWSLEY CCG;Roseheath Surgery;76,00;120,00;104,00;328,00;628,00
NHS KNOWSLEY CCG;St Bartholomew's Court Nursing Home;0,00;0,00;127,00;0,00;127,00
NHS KNOWSLEY CCG;St John's Surgery;2 626,00;283,00;186,00;1 095,00;4 190,00
NHS KNOWSLEY CCG;The Health Centre Surgery;4 958,00;5 738,00;437,00;2 077,00;13 210,00
NHS KNOWSLEY CCG;The Macmillan Surgery;622,00;34,00;449,00;77,00;1 182,00
NHS KNOWSLEY CCG;Tower Hill Primary Care Res & Comm Ctr;5 162,00;45,00;837,00;793,00;6 837,00
NHS KNOWSLEY CCG;Trentham Medical Centre;1 260,00;1 751,00;192,00;331,00;3 534,00
NHS KNOWSLEY CCG;Wingate Medical Centre;6 709,00;68,00;649,00;446,00;7 872,00
NHS LAMBETH CCG;Akerman Medical Practice;50,00;161,00;0,00;97,00;308,00
NHS LAMBETH CCG;Beckett House Practice;46,00;0,00;0,00;0,00;46,00
